"/温度","_id","Al","B","C","Cb","Co","Cr","Fe","Hf","Mn","Mo","Nb","Ni","Re","Si","Ta","Ti","W","Zr","保温/保温时间","保温/拉伸温度","保温/第二次时效温度","冷却/油冷","冷却/空冷","力学性能/抗拉强度","固溶/固溶温度","固溶处理/时间","固溶处理/温度","固溶热处理/加热时间","固溶热处理/加热温度","固溶热处理/升温速度","固溶热处理/炉冷时间","固溶热处理/炉冷温度","固溶热处理/第一次保温时间","固溶热处理/第一次保温温度","固溶热处理/第三次保温时间","固溶热处理/第三次保温温度","固溶热处理/第二次保温时间","固溶热处理/第二次保温温度","固溶热处理/第四次保温时间","固溶热处理/第四次保温温度","备注","拉伸实验/测试温度","拉伸测试/变形量","拉伸测试/应变速率","拉伸测试/测试温度","拉伸测试/温度","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效/低温时效温度","时效/拉伸塑形应变","时效/第一次时效时间","时效/高温时效温度","时效1/时效时间","时效1/时效温度","时效处理/时间","时效处理/温度","材料牌号","棒料拉伸测试/温度","油淬/第一次时效温度","油淬/第二次时效时间","测试温度/温度","炉冷/温度","热处理工艺/一次空冷温度","热处理工艺/二次空冷温度","热处理工艺/冷却时间","热处理工艺/冷去时间","热处理工艺/加热时间","热处理工艺/加热温度","热处理工艺/炉冷温度","热处理工艺/空冷温度","热挤压/热挤压温度","热等静压/压力","热等静压/时间","热等静压/温度","热轧/热轧时间","热轧/热轧温度","片料拉伸测试/温度","直径/坯料直径","空冷热处理1/时间","空冷热处理1/温度","空冷热处理2/时间","空冷热处理2/温度","空冷热处理3/时间","空冷热处理3/温度","试样放置于高温/时间","试样放置于高温/温度","试样置于高温/放置温度","退火/退火时间","退火/退火温度","重量/铸锭重量"
,"ObjectId(""5b4d0360e6b1a819a85d7f57"")","5.1wt.%","0.015","0.04",,"15.8","9.0",,"0.25",,"3.9","2.6",,,,,"1.8","5.5","0.015",,,,,,"1313Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Radavich J, Furrer D, Carneiro T, et al. The Microstructure and Mechanical Properties of EP741NP Powder Metallurgy Disc Material[C]// Superalloys. 2008:63-72.","10.11961/mater0203.MGI.20171221.ds.0051","尹海清","摘录","史政涛","2018-01-09",,,,,,,,,"EP741NP",,,,,,"1160℃","871℃","32h",,,,"1210℃",,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d0365e6b1a819a85d7f59"")","5.17wt.%","0.0094","0.041",,"15.76","7.98",,"0.26",,"3.71","2.54",,,,,"1.82","5.49","0.041",,,,,,"1506.6Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Radavich J, Furrer D, Carneiro T, et al. The Microstructure and Mechanical Properties of EP741NP Powder Metallurgy Disc Material[C]// Superalloys. 2008:63-72.","10.11961/mater0203.MGI.20171221.ds.0051","尹海清","摘录","史政涛","2018-01-09",,,,,,,,,"Alloy-1",,,,,,,,"8h",,,,"1210℃","1160℃",,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d0394e6b1a819a85d7f6b"")","5.02wt.%","0.0088","0.053",,"15.63","8.31",,,,"3.61","2.62",,,,,"1.82","5.50","0.015",,,,,,"1502.4Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Radavich J, Furrer D, Carneiro T, et al. The Microstructure and Mechanical Properties of EP741NP Powder Metallurgy Disc Material[C]// Superalloys. 2008:63-72.","10.11961/mater0203.MGI.20171221.ds.0051","尹海清","摘录","史政涛","2018-01-09",,,,,,,,,"Alloy-2",,,,,,,,"8h",,,,"1210℃","1160℃",,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d0399e6b1a819a85d7f6d"")","5.17wt.%","0.0094","0.041",,"15.76","7.98",,"0.26",,"3.71","2.54",,,,,"1.82","5.49","0.041",,,,,,"1489.3Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Radavich J, Furrer D, Carneiro T, et al. The Microstructure and Mechanical Properties of EP741NP Powder Metallurgy Disc Material[C]// Superalloys. 2008:63-72.","10.11961/mater0203.MGI.20171221.ds.0051","尹海清","摘录","史政涛","2018-01-09",,,,,,,,,"Alloy-1",,,,,,,,"8h",,,,"1210℃","1160℃",,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d039ee6b1a819a85d7f6f"")","5.1wt.%","0.015","0.04",,"15.8","9.0",,"0.25",,"3.9","2.6",,,,,"1.8","5.5","0.015",,,,,,"1303Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Radavich J, Furrer D, Carneiro T, et al. The Microstructure and Mechanical Properties of EP741NP Powder Metallurgy Disc Material[C]// Superalloys. 2008:63-72.","10.11961/mater0203.MGI.20171221.ds.0051","尹海清","摘录","史政涛","2018-01-09",,,,,,,,,"EP741NP",,,,,,"1160℃","871℃","32h",,,,"1210℃",,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d0c9fe6b1a819a85d82dd"")","1.9","0.02","0.02",,"26.3","14.9",,,,"2.8",,"46.84wt.%",,,,"6.0","1.2","0.02",,,,,,"1625.23Mpa",,,,,,,,,,,,,,,,,"","650℃",,,,,"Gu Y F, Cui C, Harada H, et al. Development of Ni-Co-Base Alloys for High-Temperature Disk Applications[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0050","尹海清","摘录","史政涛","2018-01-09",,,,,,,,,"TMW4",,,,,,,,,,,,,,"1170℃",,,,"30min","1121℃",,"22mm",,,,,,,,,,"12h","1149℃","50Kg"
,"ObjectId(""5b4d0ccce6b1a819a85d82ef"")","1.9","0.02","0.02",,"26.3","14.9",,,,"2.8",,"46.84wt.%",,,,"6.0","1.2","0.02",,,,,,"1261.05Mpa",,,,,,,,,,,,,,,,,"","750℃",,,,,"Gu Y F, Cui C, Harada H, et al. Development of Ni-Co-Base Alloys for High-Temperature Disk Applications[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0050","尹海清","摘录","史政涛","2018-01-09",,,,,,,,,"TMW4",,,,,,,,,,,,,,"1170℃",,,,"30min","1121℃",,"22mm",,,,,,,,,,"12h","1149℃","50Kg"
,"ObjectId(""5b4d0cdae6b1a819a85d82f5"")","1.9","0.02","0.02",,"26.3","14.9",,,,"2.8",,"46.84wt.%",,,,"6.0","1.2","0.02",,,,,,"1689.27Mpa",,,,,,,,,,,,,,,,,"","22.8485℃",,,,,"Gu Y F, Cui C, Harada H, et al. Development of Ni-Co-Base Alloys for High-Temperature Disk Applications[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0050","尹海清","摘录","史政涛","2018-01-09",,,,,,,,,"TMW4",,,,,,,,,,,,,,"1170℃",,,,"30min","1121℃",,"22mm",,,,,,,,,,"12h","1149℃","50Kg"
,"ObjectId(""5b4d0cdfe6b1a819a85d82f7"")","1.9","0.02","0.02",,"26.3","14.9",,,,"2.8",,"46.84wt.%",,,,"6.0","1.2","0.02",,,,,,"849.407Mpa",,,,,,,,,,,,,,,,,"","850℃",,,,,"Gu Y F, Cui C, Harada H, et al. Development of Ni-Co-Base Alloys for High-Temperature Disk Applications[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0050","尹海清","摘录","史政涛","2018-01-09",,,,,,,,,"TMW4",,,,,,,,,,,,,,"1170℃",,,,"30min","1121℃",,"22mm",,,,,,,,,,"12h","1149℃","50Kg"
,"ObjectId(""5b4d0ceee6b1a819a85d82fb"")","1.9","0.02","0.02",,"26.3","14.9",,,,"2.8",,"46.84wt.%",,,,"6.0","1.2","0.02",,,,,,"127.871Mpa",,,,,,,,,,,,,,,,,"","1100℃",,,,,"Gu Y F, Cui C, Harada H, et al. Development of Ni-Co-Base Alloys for High-Temperature Disk Applications[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0050","尹海清","摘录","史政涛","2018-01-09",,,,,,,,,"TMW4",,,,,,,,,,,,,,"1170℃",,,,"30min","1121℃",,"22mm",,,,,,,,,,"12h","1149℃","50Kg"
,"ObjectId(""5b4d0cf7e6b1a819a85d82ff"")","2.3","0.02","0.03",,"21.8","14.4",,,,"2.8",,"51.42wt.%",,,,"5.9","1.3","0.03",,,,,,"1611.73Mpa",,,,,,,,,,,,,,,,,"","650℃",,,,,"Gu Y F, Cui C, Harada H, et al. Development of Ni-Co-Base Alloys for High-Temperature Disk Applications[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0050","尹海清","摘录","史政涛","2018-01-09",,,,,,,,,"TMW2",,,,,,,,,,,,,,"1170℃",,,,"30min","1121℃",,"22mm",,,,,,,,,,"12h","1149℃","50Kg"
,"ObjectId(""5b4d0d01e6b1a819a85d8303"")","2.3","0.02","0.03",,"21.8","14.4",,,,"2.8",,"51.42wt.%",,,,"5.9","1.3","0.03",,,,,,"1892.01Mpa",,,,,,,,,,,,,,,,,"","23.1437℃",,,,,"Gu Y F, Cui C, Harada H, et al. Development of Ni-Co-Base Alloys for High-Temperature Disk Applications[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0050","尹海清","摘录","史政涛","2018-01-09",,,,,,,,,"TMW2",,,,,,,,,,,,,,"1170℃",,,,"30min","1121℃",,"22mm",,,,,,,,,,"12h","1149℃","50Kg"
,"ObjectId(""5b4d0d37e6b1a819a85d8317"")","2.3","0.02","0.03",,"21.8","14.4",,,,"2.8",,"51.42wt.%",,,,"5.9","1.3","0.03",,,,,,"903.428Mpa",,,,,,,,,,,,,,,,,"","850℃",,,,,"Gu Y F, Cui C, Harada H, et al. Development of Ni-Co-Base Alloys for High-Temperature Disk Applications[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0050","尹海清","摘录","史政涛","2018-01-09",,,,,,,,,"TMW2",,,,,,,,,,,,,,"1170℃",,,,"30min","1121℃",,"22mm",,,,,,,,,,"12h","1149℃","50Kg"
,"ObjectId(""5b4d0d46e6b1a819a85d831d"")","2.3","0.02","0.03",,"21.8","14.4",,,,"2.8",,"51.42wt.%",,,,"5.9","1.3","0.03",,,,,,"121.114Mpa",,,,,,,,,,,,,,,,,"","1100℃",,,,,"Gu Y F, Cui C, Harada H, et al. Development of Ni-Co-Base Alloys for High-Temperature Disk Applications[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0050","尹海清","摘录","史政涛","2018-01-09",,,,,,,,,"TMW2",,,,,,,,,,,,,,"1170℃",,,,"30min","1121℃",,"22mm",,,,,,,,,,"12h","1149℃","50Kg"
,"ObjectId(""5b4d0d6be6b1a819a85d832b"")","2.3","0.02","0.03",,"21.8","14.4",,,,"2.8",,"51.42wt.%",,,,"5.9","1.3","0.03",,,,,,"1261.06Mpa",,,,,,,,,,,,,,,,,"","750℃",,,,,"Gu Y F, Cui C, Harada H, et al. Development of Ni-Co-Base Alloys for High-Temperature Disk Applications[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0050","尹海清","摘录","史政涛","2018-01-09",,,,,,,,,"TMW2",,,,,,,,,,,,,,"1170℃",,,,"30min","1121℃",,"22mm",,,,,,,,,,"12h","1149℃","50Kg"
,"ObjectId(""5b4d0d92e6b1a819a85d8339"")","2.4","0.02","0.03",,"14.8","16.3",,,,"3.1",,"57.22wt.%",,,,"4.8","1.3","0.03",,,,,,"1193.48Mpa",,,,,,,,,,,,,,,,,"","750℃",,,,,"Gu Y F, Cui C, Harada H, et al. Development of Ni-Co-Base Alloys for High-Temperature Disk Applications[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0050","尹海清","摘录","史政涛","2018-01-09",,,,,,,,,"TMW1(U720Li)",,,,,,,,,,,,,,"1170℃",,,,"30min","1121℃",,"22mm",,,,,,,,,,"12h","1149℃","50Kg"
,"ObjectId(""5b4d0db4e6b1a819a85d8347"")","2.4","0.02","0.03",,"14.8","16.3",,,,"3.1",,"57.22wt.%",,,,"4.8","1.3","0.03",,,,,,"1483.33Mpa",,,,,,,,,,,,,,,,,"","650℃",,,,,"Gu Y F, Cui C, Harada H, et al. Development of Ni-Co-Base Alloys for High-Temperature Disk Applications[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0050","尹海清","摘录","史政涛","2018-01-09",,,,,,,,,"TMW1(U720Li)",,,,,,,,,,,,,,"1170℃",,,,"30min","1121℃",,"22mm",,,,,,,,,,"12h","1149℃","50Kg"
,"ObjectId(""5b4d0db9e6b1a819a85d8349"")","2.4","0.02","0.03",,"14.8","16.3",,,,"3.1",,"57.22wt.%",,,,"4.8","1.3","0.03",,,,,,"1763.61Mpa",,,,,,,,,,,,,,,,,"","20.0441℃",,,,,"Gu Y F, Cui C, Harada H, et al. Development of Ni-Co-Base Alloys for High-Temperature Disk Applications[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0050","尹海清","摘录","史政涛","2018-01-09",,,,,,,,,"TMW1(U720Li)",,,,,,,,,,,,,,"1170℃",,,,"30min","1121℃",,"22mm",,,,,,,,,,"12h","1149℃","50Kg"
,"ObjectId(""5b4d0dbee6b1a819a85d834b"")","2.4","0.02","0.03",,"14.8","16.3",,,,"3.1",,"57.22wt.%",,,,"4.8","1.3","0.03",,,,,,"842.65Mpa",,,,,,,,,,,,,,,,,"","850℃",,,,,"Gu Y F, Cui C, Harada H, et al. Development of Ni-Co-Base Alloys for High-Temperature Disk Applications[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0050","尹海清","摘录","史政涛","2018-01-09",,,,,,,,,"TMW1(U720Li)",,,,,,,,,,,,,,"1170℃",,,,"30min","1121℃",,"22mm",,,,,,,,,,"12h","1149℃","50Kg"
,"ObjectId(""5b4d0dc8e6b1a819a85d834f"")","2.4","0.02","0.03",,"14.8","16.3",,,,"3.1",,"57.22wt.%",,,,"4.8","1.3","0.03",,,,,,"67.0269Mpa",,,,,,,,,,,,,,,,,"","1100℃",,,,,"Gu Y F, Cui C, Harada H, et al. Development of Ni-Co-Base Alloys for High-Temperature Disk Applications[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0050","尹海清","摘录","史政涛","2018-01-09",,,,,,,,,"TMW1(U720Li)",,,,,,,,,,,,,,"1170℃",,,,"30min","1121℃",,"22mm",,,,,,,,,,"12h","1149℃","50Kg"
,"ObjectId(""5b4d1552e6b1a819a85d862f"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"885.078Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-691.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,," 7035.7h","900℃",,,,
,"ObjectId(""5b4d155ce6b1a819a85d8633"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"900.699Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-690.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,," 6835.2h","900℃",,,,
,"ObjectId(""5b4d1565e6b1a819a85d8637"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"878.425Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-692.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,," 7152.8h","900℃",,,,
,"ObjectId(""5b4d156ae6b1a819a85d8639"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"907.28Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-689.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,," 6235.3h","900℃",,,,
,"ObjectId(""5b4d1583e6b1a819a85d8641"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"916.271Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-684.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,," 3145.8h","900℃",,,,
,"ObjectId(""5b4d1587e6b1a819a85d8643"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"917.277Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-687.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,," 4965.3h","900℃",,,,
,"ObjectId(""5b4d158ce6b1a819a85d8645"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"915.265Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-681.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,," 1456.23h","900℃",,,,
,"ObjectId(""5b4d1591e6b1a819a85d8647"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"915.031Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-686.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,," 4235.6h","900℃",,,,
,"ObjectId(""5b4d1596e6b1a819a85d8649"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"916.15Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-680.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"953.52h","900℃",,,,
,"ObjectId(""5b4d159be6b1a819a85d864b"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"910.631Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-679.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"789.52h","900℃",,,,
,"ObjectId(""5b4d15a0e6b1a819a85d864d"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"911.411Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-678.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"586.34h","900℃",,,,
,"ObjectId(""5b4d15a5e6b1a819a85d864f"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"915.704Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-685.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,," 3896.3h","900℃",,,,
,"ObjectId(""5b4d15a9e6b1a819a85d8651"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"908.917Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-677.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"485.35h","900℃",,,,
,"ObjectId(""5b4d15aee6b1a819a85d8653"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"898.659Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-674.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"185.46h","900℃",,,,
,"ObjectId(""5b4d15b3e6b1a819a85d8655"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"914.025Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-683.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,," 2563.4h","900℃",,,,
,"ObjectId(""5b4d15b8e6b1a819a85d8657"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"909.555Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-676.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"397.36h","900℃",,,,
,"ObjectId(""5b4d15bde6b1a819a85d8659"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"914.004Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-688.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,," 5863.4h","900℃",,,,
,"ObjectId(""5b4d15c2e6b1a819a85d865b"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"914.733Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-682.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,," 1956.3h","900℃",,,,
,"ObjectId(""5b4d15c7e6b1a819a85d865d"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"900.975Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-675.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"286.45h","900℃",,,,
,"ObjectId(""5b4d15d1e6b1a819a85d865f"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"927.712Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-667.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,," 6234.12h","800℃",,,,
,"ObjectId(""5b4d15d6e6b1a819a85d8661"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"903.597Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-670.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"35.56h","900℃",,,,
,"ObjectId(""5b4d15dbe6b1a819a85d8663"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"953.613Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-665.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,," 4785.3h","800℃",,,,
,"ObjectId(""5b4d15e0e6b1a819a85d8665"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"959.543Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-660.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"987.10h","800℃",,,,
,"ObjectId(""5b4d15e5e6b1a819a85d8667"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"900.146Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-671.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"49.65h","900℃",,,,
,"ObjectId(""5b4d15eae6b1a819a85d8669"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"960.443Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-664.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,," 3567.8h","800℃",,,,
